id_cliente,nombre,pais
1256,Rosalia Frida Rocha Frías,Honduras
1257,Adriana Escobedo Maestas,Costa Rica
1258,Ofelia Patricia Llamas Rincón,El Salvador
1259,Guillermo Anaya Olvera,Costa Rica
1260,Manuel Gerónimo Guillen Galindo,Costa Rica
1261,Emilio Silvano Carrero Barragán,Costa Rica
1262,Jorge Luis Serafín Villanueva,Guatemala
1263,Elisa Espino Baca,Guatemala
1264,Ángel Esparza,El Salvador
1265,Ignacio Vergara Díaz,Costa Rica
1266,Benito Murillo Ceballos,El Salvador
1267,Daniela Irene Miramontes Collado,Guatemala
1268,Rolando Patricio Chávez,Honduras
1269,Leonardo Genaro Segura de la Rosa,El Salvador
1270,Javier Marín,Honduras
1271,Ing. Claudia Mota,Honduras
1272,Ana Lozada,Costa Rica
1273,Ing. Indira Roque,Honduras
1274,Gerónimo Ignacio Segura Cavazos,El Salvador
1275,Octavio Vera,Honduras
1276,Héctor Fierro,Honduras
1277,Aurora Villa,Costa Rica
1278,Sandra Olivia Juárez Adame,Guatemala
1279,Andrés Arias,Honduras
1280,Dra. Hilda Macías,Honduras
1281,Daniela Georgina Ruiz Loera,Costa Rica
1282,Amelia Gloria Valdés,Guatemala
1283,Ing. Lourdes Galindo,El Salvador
1284,Nelly Catalina Esquivel,Costa Rica
1285,Rodolfo Timoteo Mascareñas,Honduras
1286,Trinidad Rosa Munguía Sanabria,Honduras
1287,Eugenio Téllez Alva,Costa Rica
1288,Rebeca Sandra Zepeda,El Salvador
1289,Sr. José Carlos Partida,El Salvador
1290,Zoé Concepción Hernádez,Guatemala
1291,Sr. Aurelio Gaytán,El Salvador
1292,Elisa Estefanía Zelaya Carrasco,El Salvador
1293,Andrés Teodoro Malave,Costa Rica
1294,Jerónimo Teodoro Mata Riojas,Costa Rica
1295,Abel Orozco,Guatemala
1296,Germán Gamboa Grijalva,El Salvador
1297,Juan Olvera Mejía,Costa Rica
1298,Lourdes Marisol Ordóñez,Costa Rica
1299,Dr. Homero Ávila,Guatemala
1300,Israel Parra,Costa Rica
1301,Noemí Olivares Rascón,Costa Rica
1302,Conchita Franco,El Salvador
1303,Ing. Ariadna Ybarra,Guatemala
1304,Sofía Castellanos,Costa Rica
1305,Araceli Colunga Zedillo,El Salvador
1306,Sr. Abel Moreno,El Salvador
1307,Salvador Flavio Irizarry,Costa Rica
1308,Sergio Porras Macías,Honduras
1309,Pablo Renato Zambrano Espinal,Honduras
1310,Fernando Isaac Yáñez Preciado,El Salvador
1311,Flavio Rafaél Rojo,Honduras
1312,Dalia Muro Vargas,Guatemala
1313,Ing. Vicente Terán,Honduras
1314,Gabriela Irma Menchaca Téllez,Costa Rica
1315,Maximiliano Gregorio Jaimes Ramos,Guatemala
1316,Carolina Valverde,Honduras
1317,Isabela Linares Saiz,Costa Rica
1318,Citlali Marroquín Tejeda,Costa Rica
1319,Dra. Elvia Cortés,El Salvador
1320,Esperanza Ibarra,Costa Rica
1321,Rodolfo Cintrón,Costa Rica
1322,Marco Antonio Lemus Zambrano,Honduras
1323,Diego Horacio Olivo Corrales,Costa Rica
1324,Leonel Villanueva,Guatemala
1325,Héctor Cazares,Guatemala
1326,Horacio Benjamín Calvillo,El Salvador
1327,Lic. Ramón Barela,Costa Rica
1328,Octavio Cornelio Jaime,El Salvador
1329,Julio Vega,Honduras
1330,José María Prieto,Guatemala
1331,Jonás Cano,Honduras
1332,Sr. Iván Luevano,El Salvador
1333,Raquel Galindo,El Salvador
1334,Isabel Citlali Terrazas Nevárez,Costa Rica
1335,Micaela Navarrete,Honduras
1336,Fabiola Isabela Vergara,El Salvador
1337,Benjamín Espartaco Leal,Costa Rica
1338,Ángel Villareal Llamas,Honduras
1339,Mario Salas Otero,Honduras
1340,Guadalupe Trinidad Vera Sepúlveda,El Salvador
1341,Florencia Naranjo,Guatemala
1342,Lic. Lorena Saldaña,Honduras
1343,Srita. Frida Zapata,Guatemala
1344,Trinidad Úrsula Montaño,El Salvador
1345,Georgina Diana Quintero Maya,Honduras
1346,Jesús Moya Juárez,El Salvador
1347,Evelio Rendón Montalvo,Costa Rica
1348,Srita. Esparta Pabón,Costa Rica
1349,Wendolin María del Carmen Hidalgo Castellanos,Honduras
1350,Guadalupe Zaragoza Corrales,Costa Rica
1351,Amador Víctor Fajardo,Guatemala
1352,Oswaldo Brito Santana,Guatemala
1353,Ing. Alfredo Valdés,El Salvador
1354,Juan Cristian Osorio Valladares,Honduras
1355,Beatriz Elvia Palomo Nieves,Guatemala
1356,Olivia Loera,Honduras
1357,Augusto Raúl Heredia,Costa Rica
1358,Natividad Lilia Padilla Colón,Honduras
1359,Homero Gonzalo Baca Bueno,Honduras
1360,Débora Candelaria,Honduras
1361,Dr. Benjamín Delgado,Costa Rica
1362,Abel Lorenzo Alcaraz Olivárez,Honduras
1363,Sandra Marín Cervántez,El Salvador
1364,Lilia Blanco Velásquez,Honduras
1365,Dr. Gregorio Olivo,Costa Rica
1366,Isabel Arriaga,Honduras
1367,Alfredo Magaña Molina,Honduras
1368,Dra. Angélica Gastélum,Guatemala
1369,Sra. Inés Villarreal,Honduras
1370,René Montes Terán,Honduras
1371,Dra. Mónica Moreno,El Salvador
1372,Linda Menéndez,Guatemala
1373,Micaela Colunga Rosales,Costa Rica
1374,Sr. Mario Montero,Costa Rica
1375,Samuel Mario Cedillo,El Salvador
1376,Julio Reynoso Pacheco,Honduras
1377,Enrique Méndez,El Salvador
1378,Pedro Bustos Trujillo,Honduras
1379,Dra. Judith Bustamante,Guatemala
1380,Adriana Leticia Marroquín,Costa Rica
1381,Lourdes Sara Jaime,Costa Rica
1382,Guadalupe Aldonza Rascón,Honduras
1383,Amanda Yolanda Villalpando,El Salvador
1384,Esmeralda de Jesús,Guatemala
1385,Agustín Aguirre,El Salvador
1386,Sra. Karla Durán,Guatemala
1387,Porfirio Olivares,Honduras
1388,Asunción Irene Solano Valdés,El Salvador
1389,Sra. Ángela Espinosa,Honduras
1390,Zeferino de la Fuente,Honduras
1391,Alta  Gracia Carla Salcedo,Honduras
1392,Gabriela Sánchez Gastélum,Guatemala
1393,Jaime Echeverría Báez,Guatemala
1394,Teodoro Ignacio Laureano,Honduras
1395,Esther Montañez,El Salvador
1396,Ana Luisa Antonia Gonzales Bustos,Guatemala
1397,Fidel Farías,El Salvador
1398,José Eduardo Gerónimo Martínez Gallegos,El Salvador
1399,Luz Olivárez,El Salvador
1400,Conchita Badillo,Honduras
1401,Diana Sánchez,Honduras
1402,Porfirio Colón Ferrer,Honduras
1403,Isaac Agustín Ureña,Honduras
1404,Horacio Pulido,El Salvador
1405,Abraham Iván Aguilar,Honduras
1406,Vanesa Cynthia Solorzano,El Salvador
1407,Srita. Rosalia Olivárez,Costa Rica
1408,Gerardo Jorge Guajardo,Guatemala
1409,Guillermina Aranda,Guatemala
1410,Serafín Israel Arellano,Honduras
1411,Ing. Gonzalo Ozuna,El Salvador
1412,Carlos Eduardo Cordero,Costa Rica
1413,Gustavo Gonzales,Honduras
1414,María del Carmen Paredes Olivas,El Salvador
1415,Rebeca Bañuelos Garrido,El Salvador
1416,Dra. Yuridia Parra,Honduras
1417,Rolando Centeno Rentería,Guatemala
1418,María Teresa Sanabria,Costa Rica
1419,Noemí Úrsula Olmos Cotto,Honduras
1420,Elias Pérez,El Salvador
1421,Gerardo Rosario,Guatemala
1422,Leonor Peres,Honduras
1423,Karla Reina Riojas,Guatemala
1424,Aldonza Carolina Borrego,Honduras
1425,Yolanda Salazar,Costa Rica
1426,Dr. José Luis Villalpando,Guatemala
1427,Camilo Ayala Canales,Honduras
1428,Sra. Ruby Berríos,Honduras
1429,Espartaco Antonio Leyva Bernal,Guatemala
1430,Dra. Irene Frías,El Salvador
1431,Dr. Gerónimo Armendáriz,El Salvador
1432,Aldo Diego Arteaga Prieto,Costa Rica
1433,Judith Amanda Mares Alvarez,El Salvador
1434,Judith Paz,Honduras
1435,Jonás José Eduardo Merino Beltrán,Honduras
1436,Srita. Elvira Lara,Guatemala
1437,Jesús Velázquez,El Salvador
1438,Ing. Jorge Luis Ceballos,Guatemala
1439,Camila Centeno Corral,Guatemala
1440,Zoé Karina Calvillo Blanco,Honduras
1441,Alejandra Mariana Soria,Guatemala
1442,Rodolfo Gallegos,El Salvador
1443,Isabela Dalia Tafoya Gollum,El Salvador
1444,Rosa Alejandra Díaz,Guatemala
1445,Enrique Darío Batista,Costa Rica
1446,Raúl Camarillo,Costa Rica
1447,Dr. Pascual Montoya,Guatemala
1448,Mariana Escobedo Elizondo,Costa Rica
1449,José Eduardo Magaña,Costa Rica
1450,Beatriz Orellana Mesa,Honduras
1451,Ing. Pablo de la Fuente,Honduras
1452,Sra. Rocío Ríos,Honduras
1453,Ing. Fidel Gálvez,Honduras
1454,Estela Méndez Campos,Honduras
1455,Caridad Valverde Cepeda,Honduras
1456,Ing. Augusto Borrego,Guatemala
1457,Amador Gerardo Ortiz Aguirre,Costa Rica
1458,Lucía Llamas,El Salvador
1459,Conchita Urrutia Nazario,Costa Rica
1460,Guadalupe Wendolin Ceja Valadez,Guatemala
1461,Srita. Patricia Sepúlveda,El Salvador
1462,Zeferino Gerónimo Tamayo Ramón,Costa Rica
1463,Zacarías Hernandes Guerrero,El Salvador
1464,Elvira Villanueva,Honduras
1465,Ing. Micaela Mena,Honduras
1466,Lilia Rosas,Costa Rica
1467,Mercedes Helena Sosa,Guatemala
1468,Eugenio Saavedra Valladares,Honduras
1469,Maximiliano Gutiérrez,Costa Rica
1470,Dr. Vicente Covarrubias,El Salvador
1471,Eugenia Hilda Barela,Honduras
1472,Micaela Itzel Zúñiga Escobar,El Salvador
1473,Gerardo Véliz,El Salvador
1474,Jaqueline Alba,El Salvador
1475,Dr. Fernando Valenzuela,El Salvador
1476,Citlali Olivárez,Guatemala
1477,José Carlos Fidel Tirado Colunga,Honduras
1478,Tania Vargas,Honduras
1479,Armando Porfirio Hernádez Vallejo,Costa Rica
1480,Linda Sonia Carrión,Honduras
1481,Natividad Urías Muñoz,Guatemala
1482,Mitzy Arcelia Valdez,Costa Rica
1483,Dra. Perla Casárez,Honduras
1484,Sr. Joaquín Mireles,Honduras
1485,Luz Aurora Chavarría,Honduras
1486,Lic. Cristina Tamez,El Salvador
1487,Jorge Luis Acosta,Costa Rica
1488,Benjamín Samuel Meza Sosa,Honduras
1489,Leonardo Rojo,El Salvador
1490,Ernesto Jaime Badillo Castellanos,El Salvador
1491,Sra. Victoria Becerra,Costa Rica
1492,Pablo Casillas,Costa Rica
1493,Paola Inés Pineda,Costa Rica
1494,Omar Espartaco Aguayo,Guatemala
1495,Angélica Durán Vega,El Salvador
1496,Sara Judith Lara,Honduras
1497,Flavio de León Jaime,El Salvador
1498,Ing. Rafaél Perales,Guatemala
1499,Lic. Abel Salinas,Costa Rica
1500,Flavio Nicolás Fernández,Guatemala
1501,Indira Cervántez Vargas,Honduras
1502,Joaquín Gerardo Medina Bañuelos,Costa Rica
1503,Lic. Evelio Téllez,Honduras
1504,Frida Laura Benavídez Tafoya,Costa Rica
1505,Carlos Rangel Espinosa,El Salvador
1506,Octavio Fernando Acosta Mena,Guatemala
1507,Roberto Claudio Núñez,Costa Rica
1508,Wendolin Nelly Reynoso Portillo,Costa Rica
1509,Antonio Rafaél Lovato Vera,Costa Rica
1510,Ernesto Ontiveros,Costa Rica
1511,Ángela Dueñas,Honduras
1512,Dr. Clemente de la Crúz,Costa Rica
1513,Santiago Gálvez Pizarro,El Salvador
1514,Lic. Claudio de la Crúz,El Salvador
1515,Hugo Abel Mota,Costa Rica
1516,Clara Granado,Costa Rica
1517,Dr. Julio César Saavedra,Honduras
1518,Ing. Silvano Zamudio,Honduras
1519,Carolina Mónica Lucio Cabán,Costa Rica
1520,Abril María del Carmen Saldivar,Costa Rica
1521,Pamela Caridad Véliz,Costa Rica
1522,Ana Cristal Cabrera Cruz,El Salvador
1523,Jos Federico Rendón,Honduras
1524,David Pacheco Centeno,El Salvador
1525,Dr. Raúl Suárez,Honduras
1526,Diego Zavala,Honduras
1527,Nadia Ariadna Miranda Alvarado,Honduras
1528,Silvano Arevalo,Guatemala
1529,Ilse Isabela Pacheco,Guatemala
1530,Benjamín Loya Arriaga,Costa Rica
1531,Juan Benavides Alejandro,El Salvador
1532,Dr. Marcos Negrete,Honduras
1533,María Yáñez Nájera,Guatemala
1534,Yolanda Nancy Valencia,Guatemala
1535,Srita. Margarita Tafoya,Guatemala
1536,Itzel Mitzy Rosario Alvarez,Honduras
1537,Abelardo Chapa,Honduras
1538,Silvia Elsa Velásquez,Honduras
1539,Claudio Wilfrido Moya,El Salvador
1540,Teresa Domínguez Quiñones,Honduras
1541,Julia Ana Narváez,El Salvador
1542,Ing. Luis Manuel Luevano,El Salvador
1543,Roberto Aurelio Gonzales Orozco,Costa Rica
1544,Noelia Carlota Moya Concepción,El Salvador
1545,Darío Gabriel Pulido,Guatemala
1546,Antonia Elsa Rosado,Honduras
1547,Wilfrido Briones Mercado,Guatemala
1548,Julio César Leonel Bonilla,Honduras
1549,Fabiola Vigil Valles,Costa Rica
1550,Felix Morales Maestas,Guatemala
1551,Estela Alejandro,Honduras
1552,Ana Luisa de Jesús Montemayor,Guatemala
1553,Marisol Lorena Aguilera Gonzales,Costa Rica
1554,Lic. Sonia Roybal,Guatemala
1555,José Carlos Germán Martínez,Guatemala
1556,Uriel Castillo Orta,Costa Rica
1557,Karina Saavedra,Costa Rica
1558,Lic. Marcos Sevilla,Guatemala
1559,Gustavo Adalberto Baeza,Costa Rica
1560,Ruby Corrales,El Salvador
1561,Leticia Grijalva,Costa Rica
1562,María Elena Margarita Parra,Honduras
1563,Aurelio Zacarías Marín Mondragón,Honduras
1564,Sr. Ramiro Holguín,Honduras
1565,Ing. Jacinto Moreno,El Salvador
1566,Maximiliano Esteban de León Reséndez,Costa Rica
1567,Javier Rojas Rivero,Honduras
1568,Hilda Berríos Mata,El Salvador
1569,Ruby Julia Alonzo Romero,Honduras
1570,Ing. Iván Prieto,Honduras
1571,Débora Aldonza Granados,Honduras
1572,María Eugenia Márquez Zapata,El Salvador
1573,Ing. Miguel Toro,Costa Rica
1574,Rodrigo Timoteo Moya Pelayo,Guatemala
1575,Ing. Gerardo Rosas,El Salvador
1576,Jorge Luis Valdez Niño,Honduras
1577,Sara Dalia Venegas Escamilla,Guatemala
1578,Maximiliano Correa,El Salvador
1579,Sr. Héctor Trujillo,Honduras
1580,Sr. Carlos Santana,El Salvador
1581,Luis Manuel Vela Perales,Costa Rica
1582,Cornelio Porfirio Tello,Guatemala
1583,Soledad Blanca Perea,Costa Rica
1584,Óscar Rubén Iglesias,El Salvador
1585,Augusto Samaniego,Honduras
1586,Raquel Mora,Honduras
1587,Marcela Gallardo,Guatemala
1588,José María Uribe,El Salvador
1589,Rosalia Cristal Alemán,Guatemala
1590,Martha Ávalos,Honduras
1591,Lic. Rosario Robles,Honduras
1592,Hugo Francisco Reséndez de León,Guatemala
1593,Iván Gabino Morales Serrano,Costa Rica
1594,Sr. Evelio Moya,Costa Rica
1595,Tania Sessa Jaramillo,El Salvador
1596,Martín Véliz Granados,Honduras
1597,Elena Marcela de León,Honduras
1598,Francisco Javier Orellana Perea,El Salvador
1599,Emilio Solorzano Montemayor,Honduras
1600,Amelia Santacruz,Guatemala
1601,Josefina Tapia,Costa Rica
1602,Dr. Isaac Amador,Guatemala
1603,Ing. Omar Orta,Costa Rica
1604,Violeta Carmen Alcala Cisneros,Honduras
1605,Teresa Ocampo Hidalgo,Guatemala
1606,Sofía Rosario Sisneros,Costa Rica
1607,Bianca Sara Aguirre Roque,Guatemala
1608,Pablo José Aguilar,Guatemala
1609,María Luisa Aguayo Páez,El Salvador
1610,Ing. Ana Medina,Honduras
1611,Jos Quiñones Guardado,El Salvador
1612,Wilfrido Bustamante Quiñónez,Costa Rica
1613,Homero Bétancourt,El Salvador
1614,Samuel Rosario,El Salvador
1615,Hermelinda Sarabia Sauceda,Costa Rica
1616,Darío Zacarías Matías,Guatemala
1617,Jacobo Granado Lozada,Honduras
1618,Alonso Archuleta Ureña,Guatemala
1619,Norma María Cristina Tamayo Nájera,Honduras
1620,Lilia Garza Montenegro,Honduras
1621,René Diego Casanova,Honduras
1622,Natalia Montemayor Carranza,Honduras
1623,Daniel Linares Rosales,Honduras
1624,Isabela Carranza,Honduras
1625,Germán Gregorio Quiñones Munguía,Honduras
1626,Jacobo Aguilera,Costa Rica
1627,Alejandra Nancy Batista Granados,El Salvador
1628,Roberto Ramos,Costa Rica
1629,Sra. Carlota Vargas,Guatemala
1630,Ramón Zamudio,Guatemala
1631,Clara Rocha,Honduras
1632,Graciela Benítez Muro,Costa Rica
1633,Dra. Paola Urías,Costa Rica
1634,Zacarías Oswaldo Barreto Armendáriz,El Salvador
1635,Liliana Franco,El Salvador
1636,Alfonso Meza Menéndez,Costa Rica
1637,Graciela Ibarra,Guatemala
1638,Federico Acevedo,Honduras
1639,Srita. Ana Villa,Honduras
1640,Dalia Adela Villareal,El Salvador
1641,Trinidad Salgado,Costa Rica
1642,José Luis Hurtado,Guatemala
1643,Lic. Patricio Ríos,Honduras
1644,Yolanda Castillo Toro,Honduras
1645,Linda Casas,Guatemala
1646,Dulce Salma Noriega,El Salvador
1647,Mercedes Nevárez Ulloa,Costa Rica
1648,Dr. Raúl Fernández,Honduras
1649,Evelio Madrid Flórez,El Salvador
1650,Alfredo Narváez Cardona,El Salvador
1651,Darío Abreu,El Salvador
1652,Ariadna Camarillo Castellanos,Costa Rica
1653,Ing. Ignacio Cotto,Guatemala
1654,José Eduardo Mauro Roque Partida,Guatemala
1655,Dalia Minerva Cervántez,Costa Rica
1656,Delia Bernal,Honduras
1657,Gonzalo Hurtado Magaña,Honduras
1658,Andrea Rosalia Laboy Casárez,Guatemala
1659,Jesús Rafaél Espinosa,Guatemala
1660,Pilar Cardona,Guatemala
1661,Abelardo Bahena,Guatemala
1662,Fabiola Linares Carreón,Honduras
1663,Laura Melgar,Costa Rica
1664,Dr. Modesto Domínguez,Costa Rica
1665,Bianca Dulce María Raya Vaca,Costa Rica
1666,Lilia Valles,El Salvador
1667,Esteban Mendoza Macías,Costa Rica
1668,Dra. Cristal Cotto,Costa Rica
1669,Sra. Socorro Esquibel,El Salvador
1670,Ana Rosales,Costa Rica
1671,Isaac Lorenzo Casanova,Costa Rica
1672,Lic. Francisca Ortega,El Salvador
1673,Barbara Espinoza Solís,Costa Rica
1674,Ing. Mayte Feliciano,El Salvador
1675,Ing. Sandra Espinosa,Guatemala
1676,Silvia Alba,El Salvador
1677,Abigail María Armas Cepeda,Costa Rica
1678,Karina Frida Sauceda Casas,Costa Rica
1679,Carlos Fidel Lozano,Honduras
1680,Rafaél Francisco Meléndez Alva,Guatemala
1681,Mauro Rodarte Mora,Costa Rica
1682,Liliana Gil,Costa Rica
1683,Felipe Barrientos,Honduras
1684,Natividad Mercedes Hernández Méndez,Guatemala
1685,Silvia Camila Otero Serna,Honduras
1686,Irma María Cristina Ocampo,Guatemala
1687,Mitzy Antonia Almonte Mireles,Guatemala
1688,Roberto Arellano,Honduras
1689,Sr. Santiago Chávez,Honduras
1690,Gerardo Javier Monroy Pantoja,El Salvador
1691,Indira Olivo Vela,Costa Rica
1692,Humberto Felix Niño,Honduras
1693,Miguel Javier Torres,Honduras
1694,Lorenzo Ramón Pacheco,Guatemala
1695,Mariano Blanco,Honduras
1696,Diego Salcedo Heredia,Guatemala
1697,Ing. Alfonso Cordero,Guatemala
1698,Maximiliano Garay Molina,El Salvador
1699,Modesto Jurado Madrid,El Salvador
1700,Sra. María Eugenia Maldonado,Honduras
1701,Dr. Homero Velasco,Honduras
1702,Guillermina Dueñas Loera,Costa Rica
1703,Armando Ernesto Piña Marín,Costa Rica
1704,Diana Almanza,El Salvador
1705,Dr. Daniel Verdugo,El Salvador
1706,Sra. Estela Rivera,Honduras
1707,Carlota Juana Saldaña,Honduras
1708,Luis Miguel Cabán,Costa Rica
1709,Sr. Gerónimo Echeverría,Honduras
1710,Vanesa Mitzy Bahena,Honduras
1711,Jesús Bueno,El Salvador
1712,Lic. Frida Madrid,Costa Rica
1713,José José Alemán,Guatemala
1714,Lic. Leonel Lovato,Honduras
1715,Aurora Estela Fuentes Soto,El Salvador
1716,Ing. Mauricio Nájera,Honduras
1717,Lic. José Arteaga,El Salvador
1718,Eduardo Méndez Meléndez,Guatemala
1719,Isabel Luz Aragón,Guatemala
1720,Zeferino Mota,Honduras
1721,Berta María Alemán Mares,El Salvador
1722,Sra. Ruby Marroquín,Guatemala
1723,Hugo Luis Miguel Valdés,Guatemala
1724,Hermelinda Segovia,Guatemala
1725,Alejandro Quintana,Costa Rica
1726,Delia Magdalena Alemán Velázquez,El Salvador
1727,Timoteo Iglesias Bétancourt,Honduras
1728,José Eduardo Rufino Barrientos,Costa Rica
1729,Gilberto Posada,Costa Rica
1730,Ariadna Medrano Marrero,Honduras
1731,Claudia Vaca,El Salvador
1732,Julia Campos Segovia,El Salvador
1733,Ernesto Elias Puente,El Salvador
1734,Elias Montoya Armenta,Honduras
1735,Silvia Camila Verdugo,Costa Rica
1736,Estela Romo,Honduras
1737,Alfonso Germán Farías,Guatemala
1738,Amelia Cedillo,Costa Rica
1739,Srita. Mercedes Orta,Costa Rica
1740,Ing. Marcela Cortez,Costa Rica
1741,Ing. Ignacio Limón,Honduras
1742,Trinidad Garza,Guatemala
1743,Sr. Reynaldo Lucio,Guatemala
1744,Espartaco Granados Jiménez,Costa Rica
1745,Ing. Fabiola Villegas,Costa Rica
1746,Darío Oswaldo Trujillo,El Salvador
1747,José Carlos Víctor Cabán,Costa Rica
1748,Francisca Eugenia Rivas,Honduras
1749,Felix Juan Carlos Ríos Peña,Guatemala
1750,Nancy Diana Lomeli Saucedo,Guatemala
1751,Ing. Graciela Segura,Costa Rica
1752,David Eric Pantoja,El Salvador
1753,Josefina Ivonne Ochoa Alfaro,Honduras
1754,Josefina Asunción Montaño Quesada,Costa Rica
1755,José Luis Omar Montañez Serrato,Costa Rica
1756,Elvia Narváez Cervántez,Honduras
1757,Mauro Evelio Ramón,Honduras
1758,Esther Alonzo,Costa Rica
1759,Iván Santiago Aguayo Soria,El Salvador
1760,Sra. Berta Zayas,Honduras
1761,Mario Miguel Ángel Delgado Arellano,Guatemala
1762,Emilia Sara Raya,Costa Rica
1763,Agustín Cristian Monroy Garibay,Guatemala
1764,Anabel Mayorga,El Salvador
1765,Ofelia Dalia Cortés Armendáriz,Honduras
1766,Estela Vanegas,Honduras
1767,Camilo Covarrubias Bravo,El Salvador
1768,Micaela Grijalva Espinoza,Costa Rica
1769,Eugenia Estévez Villalobos,Guatemala
1770,Dra. Itzel Padrón,Costa Rica
1771,Cynthia Colón Dueñas,Guatemala
1772,Nadia Pantoja,Guatemala
1773,Octavio Bernardo Rodríquez Zapata,Guatemala
1774,Rufino Longoria Godínez,Honduras
1775,Dra. Josefina Casillas,Honduras
1776,Alfonso Silvano Yáñez Arias,Guatemala
1777,Angélica Manzanares Orozco,Costa Rica
1778,Lilia Rebeca Concepción,Costa Rica
1779,Sr. Óliver Lerma,El Salvador
1780,Vicente Vera,Costa Rica
1781,Yuridia Segovia Franco,Honduras
1782,Maximiliano Raya Tijerina,Guatemala
1783,Nelly Diana Quintanilla,Guatemala
1784,Aurelio Gregorio Sandoval,El Salvador
1785,Ángel Puente,Guatemala
1786,Lic. Emilio Téllez,El Salvador
1787,Esparta Karla Acuña,Honduras
1788,Nancy Eugenia Ceja,Costa Rica
1789,Alicia María Eugenia Carreón Enríquez,Guatemala
1790,Pedro Arturo de la Fuente Orta,Guatemala
1791,Lorenzo Salvador Loera Toro,Costa Rica
1792,Ignacio Jorge Luis Nava Márquez,Costa Rica
1793,Fernando Óliver Fonseca Coronado,El Salvador
1794,Israel Ibarra Villalobos,El Salvador
1795,Sr. Guillermo Alejandro,Costa Rica
1796,Cristobal Aguirre Heredia,Guatemala
1797,Lorena Maya,Honduras
1798,Natalia Estela Sáenz,Costa Rica
1799,Sra. Eugenia Véliz,El Salvador
1800,Héctor Andrés Delgado,Guatemala
1801,Sonia Nevárez,Honduras
1802,Iván Iván Lomeli Arguello,El Salvador
1803,Julia Laura Girón,Costa Rica
1804,Sra. Leonor Robles,Honduras
1805,Lorena Eva Téllez,El Salvador
1806,Laura Aguilera,Honduras
1807,Timoteo Andrés Bravo,Honduras
1808,Anabel Dávila,Honduras
1809,Bruno Luna,Honduras
1810,Vicente Abrego,Honduras
1811,José Emilio Pedraza Vallejo,Guatemala
1812,Sr. Pedro Valenzuela,El Salvador
1813,Vanesa Barrientos,El Salvador
1814,Lorena Mayte Garica Ojeda,Costa Rica
1815,Hermelinda Cecilia Nieves,Guatemala
1816,Sergio Diego Espinosa Nieto,Guatemala
1817,Darío Guillermo Quintero,Guatemala
1818,Lic. Miguel Villagómez,Guatemala
1819,Indira Ilse Zamora,Costa Rica
1820,Conchita Laboy Escobar,Costa Rica
1821,Dr. Jerónimo Parra,Guatemala
1822,Enrique de la O Arreola,Costa Rica
1823,Germán Guillermo Hernández Puente,Honduras
1824,Sr. Eric Contreras,Honduras
1825,Marcos Echeverría Segovia,Honduras
1826,Nicolás Mena Henríquez,Honduras
1827,Flavio Bonilla Casanova,Honduras
1828,Porfirio Ulloa,Costa Rica
1829,Srita. Raquel Mondragón,Costa Rica
1830,José Eduardo Porfirio Collado Soto,Guatemala
1831,Ing. Eloy Becerra,El Salvador
1832,Cristina Castellanos Rolón,El Salvador
1833,Dr. Uriel Bravo,Guatemala
1834,Catalina Marrero Aranda,Guatemala
1835,Nancy Segovia,Costa Rica
1836,Lic. Rafaél Vázquez,Honduras
1837,Linda Alejandra García Farías,Guatemala
1838,José Carlos Zapata Montalvo,Honduras
1839,Alicia Dulce Sánchez Aranda,Guatemala
1840,Estefanía Zambrano Guerrero,Costa Rica
1841,Frida Bianca Malave,Honduras
1842,Indira Mayte Anguiano Vélez,Honduras
1843,Amelia Rebeca Puente Gallegos,Honduras
1844,Perla Andrea Garza,Honduras
1845,Mauro Leonardo Cedillo Hernandes,Costa Rica
1846,María Eugenia Amelia Paz Griego,Honduras
1847,María Elena Grijalva,Guatemala
1848,Mario Renato Naranjo,El Salvador
1849,Leticia Catalina Nevárez,Honduras
1850,María Luisa Inés Bahena,Costa Rica
1851,Sonia Bravo Niño,Guatemala
1852,Sra. Raquel Lira,Guatemala
1853,Hermelinda Victoria Gallardo,Guatemala
1854,Fabiola Chavarría Rolón,Costa Rica
1855,Elvira Valencia Arellano,Honduras
1856,Manuel Sandoval,El Salvador
1857,Sr. Camilo Caldera,Honduras
1858,Lic. Aurora Saavedra,Honduras
1859,Jerónimo Bernardo Córdova Mota,Honduras
1860,Agustín Amador Ureña,Costa Rica
1861,Zeferino Leonel Barrientos Cardenas,El Salvador
1862,Yuridia Sepúlveda Posada,El Salvador
1863,Srita. Lilia Vaca,Costa Rica
1864,Abelardo Zayas Ulibarri,Costa Rica
1865,Srita. Esmeralda Bonilla,El Salvador
1866,Rocío Leonor Rincón Abreu,Costa Rica
1867,Aurelio Alba Monroy,Costa Rica
1868,Inés Perla Nava Garrido,Guatemala
1869,Natalia Merino,El Salvador
1870,Gerónimo Renato Pérez,El Salvador
1871,Ariadna Alicia Montes,Costa Rica
1872,José Emilio Vigil Collado,El Salvador
1873,Espartaco Emiliano Mata,Costa Rica
1874,Raúl Rodolfo Toledo,Guatemala
1875,Dr. Cornelio Laureano,El Salvador
1876,Ing. Elvia Carmona,El Salvador
1877,Sra. Liliana Madrid,Costa Rica
1878,Víctor Evelio Mireles,Guatemala
1879,José Emilio Abraham León Caraballo,Guatemala
1880,Adalberto Cardenas,El Salvador
1881,Micaela Carla Llamas Ballesteros,El Salvador
1882,Ana Quiñónez,Honduras
